date,waterInj,cat,group,water,oil,bhp,liquid
2011-01-01,79.5,INJECT6,I,,,,
2011-02-01,79.5,INJECT6,I,,,,
2011-03-01,79.5,INJECT6,I,,,,
2011-04-01,79.5,INJECT6,I,,,,
2011-05-01,79.5,INJECT6,I,,,,
2011-06-01,79.5,INJECT6,I,,,,
2011-07-01,79.5,INJECT6,I,,,,
2011-08-01,79.5,INJECT6,I,,,,
2011-09-01,79.5,INJECT6,I,,,,
2011-10-01,79.5,INJECT6,I,,,,
2011-11-01,79.5,INJECT6,I,,,,
2011-12-01,79.5,INJECT6,I,,,,
2012-01-01,79.5,INJECT6,I,,,,
2012-02-01,79.5,INJECT6,I,,,,
2012-03-01,79.5,INJECT6,I,,,,
2012-04-01,79.5,INJECT6,I,,,,
2012-05-01,79.5,INJECT6,I,,,,
2012-06-01,79.5,INJECT6,I,,,,
2012-07-01,79.5,INJECT6,I,,,,
2012-08-01,79.5,INJECT6,I,,,,
2012-09-01,79.5,INJECT6,I,,,,
2012-10-01,79.5,INJECT6,I,,,,
2012-11-01,79.5,INJECT6,I,,,,
2012-12-01,79.5,INJECT6,I,,,,
2013-01-01,79.5,INJECT6,I,,,,
2013-02-01,79.5,INJECT6,I,,,,
2013-03-01,79.5,INJECT6,I,,,,
2013-04-01,79.5,INJECT6,I,,,,
2013-05-01,79.5,INJECT6,I,,,,
2013-06-01,79.5,INJECT6,I,,,,
2013-07-01,79.5,INJECT6,I,,,,
2013-08-01,79.5,INJECT6,I,,,,
2013-09-01,79.5,INJECT6,I,,,,
2013-10-01,79.5,INJECT6,I,,,,
2013-11-01,79.5,INJECT6,I,,,,
2013-12-01,79.5,INJECT6,I,,,,
2014-01-01,79.5,INJECT6,I,,,,
2014-02-01,79.5,INJECT6,I,,,,
2014-03-01,79.5,INJECT6,I,,,,
2014-04-01,79.5,INJECT6,I,,,,
2014-05-01,79.5,INJECT6,I,,,,
2014-06-01,79.5,INJECT6,I,,,,
2014-07-01,79.5,INJECT6,I,,,,
2014-08-01,79.5,INJECT6,I,,,,
2014-09-01,79.5,INJECT6,I,,,,
2014-10-01,79.5,INJECT6,I,,,,
2014-11-01,79.5,INJECT6,I,,,,
2014-12-01,79.5,INJECT6,I,,,,
2015-01-01,79.5,INJECT6,I,,,,
2015-02-01,79.5,INJECT6,I,,,,
2015-03-01,79.5,INJECT6,I,,,,
2015-04-01,79.5,INJECT6,I,,,,
2015-05-01,79.5,INJECT6,I,,,,
2015-06-01,79.5,INJECT6,I,,,,
2015-07-01,79.5,INJECT6,I,,,,
2015-08-01,79.5,INJECT6,I,,,,
2015-09-01,79.5,INJECT6,I,,,,
2015-10-01,79.5,INJECT6,I,,,,
2015-11-01,79.5,INJECT6,I,,,,
2015-12-01,79.5,INJECT6,I,,,,
2016-01-01,79.5,INJECT6,I,,,,
2016-02-01,79.5,INJECT6,I,,,,
2016-03-01,79.5,INJECT6,I,,,,
2016-04-01,79.5,INJECT6,I,,,,
2016-05-01,79.5,INJECT6,I,,,,
2016-06-01,79.5,INJECT6,I,,,,
2016-07-01,79.5,INJECT6,I,,,,
2016-08-01,79.5,INJECT6,I,,,,
2016-09-01,79.5,INJECT6,I,,,,
2016-10-01,79.5,INJECT6,I,,,,
2016-11-01,79.5,INJECT6,I,,,,
2016-12-01,79.5,INJECT6,I,,,,
2017-01-01,79.5,INJECT6,I,,,,
2017-02-01,79.5,INJECT6,I,,,,
2017-03-01,79.5,INJECT6,I,,,,
2017-04-01,79.5,INJECT6,I,,,,
2017-05-01,79.5,INJECT6,I,,,,
2017-06-01,79.5,INJECT6,I,,,,
2017-07-01,79.5,INJECT6,I,,,,
2017-08-01,79.5,INJECT6,I,,,,
2017-09-01,79.5,INJECT6,I,,,,
2017-10-01,79.5,INJECT6,I,,,,
2017-11-01,79.5,INJECT6,I,,,,
2017-12-01,79.5,INJECT6,I,,,,
2018-01-01,79.5,INJECT6,I,,,,
2018-02-01,79.5,INJECT6,I,,,,
2018-03-01,79.5,INJECT6,I,,,,
2018-04-01,79.5,INJECT6,I,,,,
2018-05-01,79.5,INJECT6,I,,,,
2018-06-01,79.5,INJECT6,I,,,,
2018-07-01,79.5,INJECT6,I,,,,
2018-08-01,79.5,INJECT6,I,,,,
2018-09-01,79.5,INJECT6,I,,,,
2018-10-01,79.5,INJECT6,I,,,,
2018-11-01,79.5,INJECT6,I,,,,
2018-12-01,79.5,INJECT6,I,,,,
2019-01-01,79.5,INJECT6,I,,,,
2019-02-01,79.5,INJECT6,I,,,,
2019-03-01,79.5,INJECT6,I,,,,
2019-04-01,79.5,INJECT6,I,,,,
2019-05-01,79.5,INJECT6,I,,,,
2019-06-01,79.5,INJECT6,I,,,,
2019-07-01,79.5,INJECT6,I,,,,
2019-08-01,79.5,INJECT6,I,,,,
2019-09-01,79.5,INJECT6,I,,,,
2019-10-01,79.5,INJECT6,I,,,,
2019-11-01,79.5,INJECT6,I,,,,
2019-12-01,79.5,INJECT6,I,,,,
2010-02-01,79.5,INJECT7,I,,,,
2010-03-01,79.5,INJECT7,I,,,,
2010-04-01,79.5,INJECT7,I,,,,
2010-05-01,79.5,INJECT7,I,,,,
2010-06-01,79.5,INJECT7,I,,,,
2010-07-01,79.5,INJECT7,I,,,,
2010-08-01,79.5,INJECT7,I,,,,
2010-09-01,79.5,INJECT7,I,,,,
2010-10-01,79.5,INJECT7,I,,,,
2010-11-01,79.5,INJECT7,I,,,,
2010-12-01,79.5,INJECT7,I,,,,
2011-01-01,79.5,INJECT7,I,,,,
2011-02-01,79.5,INJECT7,I,,,,
2011-03-01,79.5,INJECT7,I,,,,
2011-04-01,79.5,INJECT7,I,,,,
2011-05-01,79.5,INJECT7,I,,,,
2011-06-01,79.5,INJECT7,I,,,,
2011-07-01,79.5,INJECT7,I,,,,
2011-08-01,79.5,INJECT7,I,,,,
2011-09-01,79.5,INJECT7,I,,,,
2011-10-01,79.5,INJECT7,I,,,,
2011-11-01,79.5,INJECT7,I,,,,
2011-12-01,79.5,INJECT7,I,,,,
2012-01-01,79.5,INJECT7,I,,,,
2012-02-01,79.5,INJECT7,I,,,,
2012-03-01,79.5,INJECT7,I,,,,
2012-04-01,79.5,INJECT7,I,,,,
2012-05-01,79.5,INJECT7,I,,,,
2012-06-01,79.5,INJECT7,I,,,,
2012-07-01,79.5,INJECT7,I,,,,
2012-08-01,79.5,INJECT7,I,,,,
2012-09-01,79.5,INJECT7,I,,,,
2012-10-01,79.5,INJECT7,I,,,,
2012-11-01,79.5,INJECT7,I,,,,
2012-12-01,79.5,INJECT7,I,,,,
2013-01-01,79.5,INJECT7,I,,,,
2013-02-01,79.5,INJECT7,I,,,,
2013-03-01,79.5,INJECT7,I,,,,
2013-04-01,79.5,INJECT7,I,,,,
2013-05-01,79.5,INJECT7,I,,,,
2013-06-01,79.5,INJECT7,I,,,,
2013-07-01,79.5,INJECT7,I,,,,
2013-08-01,79.5,INJECT7,I,,,,
2013-09-01,79.5,INJECT7,I,,,,
2013-10-01,79.5,INJECT7,I,,,,
2013-11-01,79.5,INJECT7,I,,,,
2013-12-01,79.5,INJECT7,I,,,,
2014-01-01,79.5,INJECT7,I,,,,
2014-02-01,79.5,INJECT7,I,,,,
2014-03-01,79.5,INJECT7,I,,,,
2014-04-01,79.5,INJECT7,I,,,,
2014-05-01,79.5,INJECT7,I,,,,
2014-06-01,79.5,INJECT7,I,,,,
2014-07-01,79.5,INJECT7,I,,,,
2014-08-01,79.5,INJECT7,I,,,,
2014-09-01,79.5,INJECT7,I,,,,
2014-10-01,79.5,INJECT7,I,,,,
2014-11-01,79.5,INJECT7,I,,,,
2014-12-01,79.5,INJECT7,I,,,,
2015-01-01,79.5,INJECT7,I,,,,
2015-02-01,79.5,INJECT7,I,,,,
2015-03-01,79.5,INJECT7,I,,,,
2015-04-01,79.5,INJECT7,I,,,,
2015-05-01,79.5,INJECT7,I,,,,
2015-06-01,79.5,INJECT7,I,,,,
2015-07-01,79.5,INJECT7,I,,,,
2015-08-01,79.5,INJECT7,I,,,,
2015-09-01,79.5,INJECT7,I,,,,
2015-10-01,79.5,INJECT7,I,,,,
2015-11-01,79.5,INJECT7,I,,,,
2015-12-01,79.5,INJECT7,I,,,,
2016-01-01,79.5,INJECT7,I,,,,
2016-02-01,79.5,INJECT7,I,,,,
2016-03-01,79.5,INJECT7,I,,,,
2016-04-01,79.5,INJECT7,I,,,,
2016-05-01,79.5,INJECT7,I,,,,
2016-06-01,79.5,INJECT7,I,,,,
2016-07-01,79.5,INJECT7,I,,,,
2016-08-01,79.5,INJECT7,I,,,,
2016-09-01,79.5,INJECT7,I,,,,
2016-10-01,79.5,INJECT7,I,,,,
2016-11-01,79.5,INJECT7,I,,,,
2016-12-01,79.5,INJECT7,I,,,,
2017-01-01,79.5,INJECT7,I,,,,
2017-02-01,79.5,INJECT7,I,,,,
2017-03-01,79.5,INJECT7,I,,,,
2017-04-01,79.5,INJECT7,I,,,,
2017-05-01,79.5,INJECT7,I,,,,
2017-06-01,79.5,INJECT7,I,,,,
2017-07-01,79.5,INJECT7,I,,,,
2017-08-01,79.5,INJECT7,I,,,,
2017-09-01,79.5,INJECT7,I,,,,
2017-10-01,79.5,INJECT7,I,,,,
2017-11-01,79.5,INJECT7,I,,,,
2017-12-01,79.5,INJECT7,I,,,,
2018-01-01,79.5,INJECT7,I,,,,
2018-02-01,79.5,INJECT7,I,,,,
2018-03-01,79.5,INJECT7,I,,,,
2018-04-01,79.5,INJECT7,I,,,,
2018-05-01,79.5,INJECT7,I,,,,
2018-06-01,79.5,INJECT7,I,,,,
2018-07-01,79.5,INJECT7,I,,,,
2018-08-01,79.5,INJECT7,I,,,,
2018-09-01,79.5,INJECT7,I,,,,
2018-10-01,79.5,INJECT7,I,,,,
2018-11-01,79.5,INJECT7,I,,,,
2018-12-01,79.5,INJECT7,I,,,,
2019-01-01,79.5,INJECT7,I,,,,
2019-02-01,79.5,INJECT7,I,,,,
2019-03-01,79.5,INJECT7,I,,,,
2019-04-01,79.5,INJECT7,I,,,,
2019-05-01,79.5,INJECT7,I,,,,
2019-06-01,79.5,INJECT7,I,,,,
2019-07-01,79.5,INJECT7,I,,,,
2019-08-01,79.5,INJECT7,I,,,,
2019-09-01,79.5,INJECT7,I,,,,
2019-10-01,79.5,INJECT7,I,,,,
2019-11-01,79.5,INJECT7,I,,,,
2019-12-01,79.5,INJECT7,I,,,,
2010-02-01,79.5,INJECT8,I,,,,
2010-03-01,79.5,INJECT8,I,,,,
2010-04-01,79.5,INJECT8,I,,,,
2010-05-01,79.5,INJECT8,I,,,,
2010-06-01,79.5,INJECT8,I,,,,
2010-07-01,79.5,INJECT8,I,,,,
2010-08-01,79.5,INJECT8,I,,,,
2010-09-01,79.5,INJECT8,I,,,,
2010-10-01,79.5,INJECT8,I,,,,
2010-11-01,79.5,INJECT8,I,,,,
2010-12-01,79.5,INJECT8,I,,,,
2011-01-01,79.5,INJECT8,I,,,,
2011-02-01,79.5,INJECT8,I,,,,
2011-03-01,79.5,INJECT8,I,,,,
2011-04-01,79.5,INJECT8,I,,,,
2011-05-01,79.5,INJECT8,I,,,,
2011-06-01,79.5,INJECT8,I,,,,
2011-07-01,79.5,INJECT8,I,,,,
2011-08-01,79.5,INJECT8,I,,,,
2011-09-01,79.5,INJECT8,I,,,,
2011-10-01,79.5,INJECT8,I,,,,
2011-11-01,79.5,INJECT8,I,,,,
2011-12-01,79.5,INJECT8,I,,,,
2012-01-01,79.5,INJECT8,I,,,,
2012-02-01,79.5,INJECT8,I,,,,
2012-03-01,79.5,INJECT8,I,,,,
2012-04-01,79.5,INJECT8,I,,,,
2012-05-01,79.5,INJECT8,I,,,,
2012-06-01,79.5,INJECT8,I,,,,
2012-07-01,79.5,INJECT8,I,,,,
2012-08-01,79.5,INJECT8,I,,,,
2012-09-01,79.5,INJECT8,I,,,,
2012-10-01,79.5,INJECT8,I,,,,
2012-11-01,79.5,INJECT8,I,,,,
2012-12-01,79.5,INJECT8,I,,,,
2013-01-01,79.5,INJECT8,I,,,,
2013-02-01,79.5,INJECT8,I,,,,
2013-03-01,79.5,INJECT8,I,,,,
2013-04-01,79.5,INJECT8,I,,,,
2013-05-01,79.5,INJECT8,I,,,,
2013-06-01,79.5,INJECT8,I,,,,
2013-07-01,79.5,INJECT8,I,,,,
2013-08-01,79.5,INJECT8,I,,,,
2013-09-01,79.5,INJECT8,I,,,,
2013-10-01,79.5,INJECT8,I,,,,
2013-11-01,79.5,INJECT8,I,,,,
2013-12-01,79.5,INJECT8,I,,,,
2014-01-01,79.5,INJECT8,I,,,,
2014-02-01,79.5,INJECT8,I,,,,
2014-03-01,79.5,INJECT8,I,,,,
2014-04-01,79.5,INJECT8,I,,,,
2014-05-01,79.5,INJECT8,I,,,,
2014-06-01,79.5,INJECT8,I,,,,
2014-07-01,79.5,INJECT8,I,,,,
2014-08-01,79.5,INJECT8,I,,,,
2014-09-01,79.5,INJECT8,I,,,,
2014-10-01,79.5,INJECT8,I,,,,
2014-11-01,79.5,INJECT8,I,,,,
2014-12-01,79.5,INJECT8,I,,,,
2015-01-01,79.5,INJECT8,I,,,,
2015-02-01,79.5,INJECT8,I,,,,
2015-03-01,79.5,INJECT8,I,,,,
2015-04-01,79.5,INJECT8,I,,,,
2015-05-01,79.5,INJECT8,I,,,,
2015-06-01,79.5,INJECT8,I,,,,
2015-07-01,79.5,INJECT8,I,,,,
2015-08-01,79.5,INJECT8,I,,,,
2015-09-01,79.5,INJECT8,I,,,,
2015-10-01,79.5,INJECT8,I,,,,
2015-11-01,79.5,INJECT8,I,,,,
2015-12-01,79.5,INJECT8,I,,,,
2016-01-01,79.5,INJECT8,I,,,,
2016-02-01,79.5,INJECT8,I,,,,
2016-03-01,79.5,INJECT8,I,,,,
2016-04-01,79.5,INJECT8,I,,,,
2016-05-01,79.5,INJECT8,I,,,,
2016-06-01,79.5,INJECT8,I,,,,
2016-07-01,79.5,INJECT8,I,,,,
2016-08-01,79.5,INJECT8,I,,,,
2016-09-01,79.5,INJECT8,I,,,,
2016-10-01,79.5,INJECT8,I,,,,
2016-11-01,79.5,INJECT8,I,,,,
2016-12-01,79.5,INJECT8,I,,,,
2017-01-01,79.5,INJECT8,I,,,,
2017-02-01,79.5,INJECT8,I,,,,
2017-03-01,79.5,INJECT8,I,,,,
2017-04-01,79.5,INJECT8,I,,,,
2017-05-01,79.5,INJECT8,I,,,,
2017-06-01,79.5,INJECT8,I,,,,
2017-07-01,79.5,INJECT8,I,,,,
2017-08-01,79.5,INJECT8,I,,,,
2017-09-01,79.5,INJECT8,I,,,,
2017-10-01,79.5,INJECT8,I,,,,
2017-11-01,79.5,INJECT8,I,,,,
2017-12-01,79.5,INJECT8,I,,,,
2018-01-01,79.5,INJECT8,I,,,,
2018-02-01,79.5,INJECT8,I,,,,
2018-03-01,79.5,INJECT8,I,,,,
2018-04-01,79.5,INJECT8,I,,,,
2018-05-01,79.5,INJECT8,I,,,,
2018-06-01,79.5,INJECT8,I,,,,
2018-07-01,79.5,INJECT8,I,,,,
2018-08-01,79.5,INJECT8,I,,,,
2018-09-01,79.5,INJECT8,I,,,,
2018-10-01,79.5,INJECT8,I,,,,
2018-11-01,79.5,INJECT8,I,,,,
2018-12-01,79.5,INJECT8,I,,,,
2019-01-01,79.5,INJECT8,I,,,,
2019-02-01,79.5,INJECT8,I,,,,
2019-03-01,79.5,INJECT8,I,,,,
2019-04-01,79.5,INJECT8,I,,,,
2019-05-01,79.5,INJECT8,I,,,,
2019-06-01,79.5,INJECT8,I,,,,
2019-07-01,79.5,INJECT8,I,,,,
2019-08-01,79.5,INJECT8,I,,,,
2019-09-01,79.5,INJECT8,I,,,,
2019-10-01,79.5,INJECT8,I,,,,
2019-11-01,79.5,INJECT8,I,,,,
2019-12-01,79.5,INJECT8,I,,,,
2010-02-01,,PROD1,P,0.0,131.9253,395.0,131.9253
2010-03-01,,PROD1,P,0.0,138.8582,394.0,138.8582
2010-04-01,,PROD1,P,0.0,131.0034,394.0,131.0034
2010-05-01,,PROD1,P,0.0,108.2762,394.0,108.2762
2010-06-01,,PROD1,P,0.0,130.9226,394.0,130.9226
2010-07-01,,PROD1,P,0.0,73.97141,394.0,73.97141
2010-08-01,,PROD1,P,0.0,80.98103,394.0,80.98103
2010-09-01,,PROD1,P,0.0,87.04364,394.0,87.04364
2010-10-01,,PROD1,P,0.0,63.48973,394.0,63.48973
2010-11-01,,PROD1,P,0.0,126.3726,394.0,126.3726
2010-12-01,,PROD1,P,0.0,129.0078,394.0,129.0078
2011-01-01,,PROD1,P,0.0,113.0014,394.0,113.0014
2011-02-01,,PROD1,P,1.189199,99.61534,394.0,100.8045
2011-03-01,,PROD1,P,6.839962,98.40779,392.0,105.2477
2011-04-01,,PROD1,P,15.21705,79.83545,392.0,95.05251
2011-05-01,,PROD1,P,21.9178,68.0447,392.0,89.9625
2011-06-01,,PROD1,P,28.14271,64.66561,392.0,92.80833
2011-07-01,,PROD1,P,34.54459,61.68073,392.0,96.22532
2011-08-01,,PROD1,P,44.13044,56.13303,392.0,100.2634
2011-09-01,,PROD1,P,54.91644,49.35717,392.0,104.2736
2011-10-01,,PROD1,P,63.55418,40.09563,392.0,103.6498
2011-11-01,,PROD1,P,72.76486,33.82995,392.0,106.5948
2011-12-01,,PROD1,P,79.56253,29.59928,392.0,109.1618
2012-01-01,,PROD1,P,84.93141,26.77794,392.0,111.7093
2012-02-01,,PROD1,P,89.8942,24.30544,392.0,114.1996
2012-03-01,,PROD1,P,85.02481,18.59178,392.0,103.6166
2012-04-01,,PROD1,P,90.94117,17.08425,392.0,108.0254
2012-05-01,,PROD1,P,87.32748,14.13156,393.0,101.459
2012-06-01,,PROD1,P,105.7157,16.86349,393.0,122.5792
2012-07-01,,PROD1,P,154.1537,26.89765,386.0,181.0513
2012-08-01,,PROD1,P,147.001,25.20249,386.0,172.2035
2012-09-01,,PROD1,P,128.8375,18.45976,386.0,147.2972
2012-10-01,,PROD1,P,132.2786,16.9545,386.0,149.2332
2012-11-01,,PROD1,P,83.6709,8.317915,393.0,91.98881
2012-12-01,,PROD1,P,86.17449,7.680969,393.0,93.85546
2013-01-01,,PROD1,P,144.7228,13.18499,385.0,157.9077
2013-02-01,,PROD1,P,157.3945,14.25243,385.0,171.6469
2013-03-01,,PROD1,P,119.9381,9.949995,389.0,129.8881
2013-04-01,,PROD1,P,147.8163,11.77868,386.0,159.595
2013-05-01,,PROD1,P,150.6443,11.43529,386.0,162.0796
2013-06-01,,PROD1,P,151.9137,10.98627,386.0,162.9
2013-07-01,,PROD1,P,159.6758,11.06058,386.0,170.7364
2013-08-01,,PROD1,P,78.10381,4.785768,394.0,82.88958
2013-09-01,,PROD1,P,123.1285,7.34911,390.0,130.4776
2013-10-01,,PROD1,P,105.7338,5.934143,393.0,111.6679
2013-11-01,,PROD1,P,187.2351,10.75564,386.0,197.9908
2013-12-01,,PROD1,P,193.0628,10.93162,386.0,203.9944
2014-01-01,,PROD1,P,191.5112,10.71283,386.0,202.2241
2014-02-01,,PROD1,P,181.6765,9.997197,387.0,191.6737
2014-03-01,,PROD1,P,161.7476,8.674753,389.0,170.4223
2014-04-01,,PROD1,P,159.0148,8.327888,389.0,167.3427
2014-05-01,,PROD1,P,159.1069,8.164126,389.0,167.2711
2014-06-01,,PROD1,P,151.6415,7.485834,385.0,159.1273
2014-07-01,,PROD1,P,151.6251,7.26842,385.0,158.8935
2014-08-01,,PROD1,P,158.9487,7.47847,385.0,166.4272
2014-09-01,,PROD1,P,84.28923,3.615041,392.0,87.90428
2014-10-01,,PROD1,P,106.2027,4.446285,392.0,110.6489
2014-11-01,,PROD1,P,182.771,7.86289,385.0,190.6339
2014-12-01,,PROD1,P,175.0877,7.504659,385.0,182.5924
2015-01-01,,PROD1,P,141.9113,5.883018,388.0,147.7943
2015-02-01,,PROD1,P,153.8285,6.252713,388.0,160.0812
2015-03-01,,PROD1,P,144.0819,5.732546,388.0,149.8144
2015-04-01,,PROD1,P,174.5557,7.037286,388.0,181.5929
2015-05-01,,PROD1,P,129.0877,4.998204,392.0,134.0859
2015-06-01,,PROD1,P,129.133,4.867815,392.0,134.0008
2015-07-01,,PROD1,P,190.5674,7.401209,386.0,197.9686
2015-08-01,,PROD1,P,180.4752,7.044305,386.0,187.5195
2015-09-01,,PROD1,P,194.3677,7.609768,386.0,201.9775
2015-10-01,,PROD1,P,184.7821,7.241199,386.0,192.0233
2015-11-01,,PROD1,P,100.9493,3.623835,394.0,104.5731
2015-12-01,,PROD1,P,119.8866,4.157549,393.0,124.0441
2016-01-01,,PROD1,P,192.0461,6.843844,387.0,198.8899
2016-02-01,,PROD1,P,135.6511,4.572158,387.0,140.2232
2016-03-01,,PROD1,P,62.35966,1.910461,393.0,64.27012
2016-04-01,,PROD1,P,137.2013,4.208472,387.0,141.4098
2016-05-01,,PROD1,P,137.4586,4.127531,387.0,141.5862
2016-06-01,,PROD1,P,137.8124,4.037632,387.0,141.85
2016-07-01,,PROD1,P,125.4924,3.559832,388.0,129.0523
2016-08-01,,PROD1,P,134.0778,3.728939,388.0,137.8068
2016-09-01,,PROD1,P,134.2594,3.656298,388.0,137.9157
2016-10-01,,PROD1,P,140.0761,3.748271,388.0,143.8244
2016-11-01,,PROD1,P,62.13104,1.548287,394.0,63.67933
2016-12-01,,PROD1,P,62.09966,1.48862,394.0,63.58828
2017-01-01,,PROD1,P,50.17619,1.160149,394.0,51.33634
2017-02-01,,PROD1,P,71.60856,1.640957,394.0,73.24952
2017-03-01,,PROD1,P,71.50073,1.61059,394.0,73.11132
2017-04-01,,PROD1,P,67.27397,1.48434,394.0,68.75831
2017-05-01,,PROD1,P,66.99523,1.450685,394.0,68.44592
2017-06-01,,PROD1,P,114.0089,2.471747,391.0,116.4807
2017-07-01,,PROD1,P,105.2869,2.264173,391.0,107.5511
2017-08-01,,PROD1,P,105.1598,2.231405,391.0,107.3913
2017-09-01,,PROD1,P,112.609,2.353273,391.0,114.9623
2017-10-01,,PROD1,P,112.4824,2.315084,391.0,114.7975
2017-11-01,,PROD1,P,172.9999,3.564816,387.0,176.5647
2017-12-01,,PROD1,P,174.9891,3.589431,387.0,178.5786
2018-01-01,,PROD1,P,174.982,3.570861,387.0,178.5529
2018-02-01,,PROD1,P,174.9391,3.556991,387.0,178.4961
2018-03-01,,PROD1,P,193.7741,3.971765,387.0,197.7459
2018-04-01,,PROD1,P,193.5532,4.002841,387.0,197.5561
2018-05-01,,PROD1,P,193.33,4.043384,387.0,197.3733
2018-06-01,,PROD1,P,164.7942,3.433997,389.0,168.2281
2018-07-01,,PROD1,P,164.7533,3.42763,389.0,168.1809
2018-08-01,,PROD1,P,157.9069,3.274262,389.0,161.1811
2018-09-01,,PROD1,P,100.3759,2.007938,393.0,102.3839
2018-10-01,,PROD1,P,85.85096,1.659879,394.0,87.51084
2018-11-01,,PROD1,P,85.69617,1.613314,394.0,87.30948
2018-12-01,,PROD1,P,108.8465,2.02957,394.0,110.8761
2019-01-01,,PROD1,P,168.7935,3.19305,387.0,171.9866
2019-02-01,,PROD1,P,217.4097,4.240786,385.0,221.6505
2019-03-01,,PROD1,P,114.6768,2.169403,393.0,116.8462
2019-04-01,,PROD1,P,115.0318,2.125095,393.0,117.1569
2019-05-01,,PROD1,P,115.0568,2.087454,393.0,117.1443
2019-06-01,,PROD1,P,122.0157,2.197758,393.0,124.2134
2019-07-01,,PROD1,P,186.9945,3.437083,389.0,190.4316
2019-08-01,,PROD1,P,111.6833,1.997101,394.0,113.6804
2019-09-01,,PROD1,P,108.7438,1.920302,393.0,110.6641
2019-10-01,,PROD1,P,73.35089,1.236793,393.0,74.58768
2019-11-01,,PROD1,P,93.68195,1.548657,393.0,95.2306
2019-12-01,,PROD1,P,159.5371,2.659433,386.0,162.1965
2010-02-01,,PROD2,P,0.0,308.7015,395.0,308.7015
2010-03-01,,PROD2,P,0.0,277.2343,395.0,277.2343
2010-04-01,,PROD2,P,0.0,236.8299,395.0,236.8299
2010-05-01,,PROD2,P,0.0,341.6672,392.0,341.6672
2010-06-01,,PROD2,P,2.315723,278.6353,394.0,280.951
2010-07-01,,PROD2,P,31.4662,352.2902,387.0,383.7564
2010-08-01,,PROD2,P,55.32788,308.5976,387.0,363.9255
2010-09-01,,PROD2,P,81.53677,263.738,387.0,345.2747
2010-10-01,,PROD2,P,91.39765,183.5065,387.0,274.9041
2010-11-01,,PROD2,P,103.0108,138.6383,392.0,241.6492
2010-12-01,,PROD2,P,120.241,126.6846,392.0,246.9257
2011-01-01,,PROD2,P,114.5339,98.14253,392.0,212.6764
2011-02-01,,PROD2,P,128.8116,92.82803,392.0,221.6397
2011-03-01,,PROD2,P,136.3718,85.52527,392.0,221.8971
2011-04-01,,PROD2,P,138.4275,77.7347,393.0,216.1622
2011-05-01,,PROD2,P,153.4745,78.54031,393.0,232.0148
2011-06-01,,PROD2,P,179.3517,82.15619,393.0,261.5079
2011-07-01,,PROD2,P,197.7987,83.37117,393.0,281.1699
2011-08-01,,PROD2,P,214.6194,83.9915,393.0,298.6109
2011-09-01,,PROD2,P,228.4258,83.5862,393.0,312.012
2011-10-01,,PROD2,P,227.1481,78.2013,393.0,305.3493
2011-11-01,,PROD2,P,232.9394,76.39504,393.0,309.3345
2011-12-01,,PROD2,P,264.9319,83.98075,392.0,348.9127
2012-01-01,,PROD2,P,263.5358,83.12556,392.0,346.6614
2012-02-01,,PROD2,P,262.0945,82.01102,392.0,344.1055
2012-03-01,,PROD2,P,267.6099,84.44348,390.0,352.0534
2012-04-01,,PROD2,P,272.6589,83.64556,390.0,356.3045
2012-05-01,,PROD2,P,276.9682,83.58678,390.0,360.555
2012-06-01,,PROD2,P,254.1614,72.55109,393.0,326.7125
2012-07-01,,PROD2,P,226.978,57.85109,393.0,284.8291
2012-08-01,,PROD2,P,210.701,50.31972,393.0,261.0207
2012-09-01,,PROD2,P,294.7202,73.18138,387.0,367.9016
2012-10-01,,PROD2,P,293.1339,71.4338,387.0,364.5677
2012-11-01,,PROD2,P,329.757,84.38686,387.0,414.1439
2012-12-01,,PROD2,P,327.6368,83.16657,387.0,410.8034
2013-01-01,,PROD2,P,295.4496,68.64122,386.0,364.0908
2013-02-01,,PROD2,P,250.4157,53.89632,389.0,304.312
2013-03-01,,PROD2,P,251.8174,55.21463,389.0,307.032
2013-04-01,,PROD2,P,237.9824,48.81208,389.0,286.7945
2013-05-01,,PROD2,P,241.6188,47.39555,389.0,289.0144
2013-06-01,,PROD2,P,242.4807,45.33033,389.0,287.811
2013-07-01,,PROD2,P,267.0981,47.15799,389.0,314.2561
2013-08-01,,PROD2,P,280.8245,51.59539,389.0,332.4199
2013-09-01,,PROD2,P,273.1791,45.56256,389.0,318.7417
2013-10-01,,PROD2,P,332.9012,51.54171,389.0,384.4429
2013-11-01,,PROD2,P,192.8412,25.71031,393.0,218.5515
2013-12-01,,PROD2,P,215.1247,26.72945,393.0,241.8542
2014-01-01,,PROD2,P,213.2574,24.79985,393.0,238.0573
2014-02-01,,PROD2,P,220.3233,24.39104,393.0,244.7143
2014-03-01,,PROD2,P,233.4631,25.0283,393.0,258.4913
2014-04-01,,PROD2,P,222.6853,22.77093,393.0,245.4563
2014-05-01,,PROD2,P,223.0219,21.7619,393.0,244.7838
2014-06-01,,PROD2,P,309.2778,29.33063,386.0,338.6084
2014-07-01,,PROD2,P,309.3141,28.12772,386.0,337.4418
2014-08-01,,PROD2,P,293.4651,25.57634,387.0,319.0415
2014-09-01,,PROD2,P,341.5178,29.55802,387.0,371.0758
2014-10-01,,PROD2,P,291.6824,24.221,390.0,315.9034
2014-11-01,,PROD2,P,243.3339,19.01494,390.0,262.3489
2014-12-01,,PROD2,P,261.0491,19.78116,389.0,280.8302
